Taxonomic Identification,Phylum or Class,Date,Station Number,Depth (m),Actual Count,Density (cells/mL),Biovolume (cubic micrometers/mL),Cell Volume (cubic micrometers/cell)
Thalassionema nitzschioides,BACILLARIOPHYTA,12/10/2014,6,2,1,3.6,1046,288
Thalassionema sp.,BACILLARIOPHYTA,12/10/2014,6,2,2,71.3,14117.1,198
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,6,2,1,35.6,23659,663.7
Tryblionella compressa,BACILLARIOPHYTA,12/10/2014,6,2,1,0.2,190.1,950.3
Tryblionella levidensis,BACILLARIOPHYTA,12/10/2014,6,2,1,0.2,147,735.1
Tryblionella navicularis,BACILLARIOPHYTA,12/10/2014,6,2,1,3.6,5562.3,1531.5
Ulnaria sp.,BACILLARIOPHYTA,12/10/2014,6,2,1,35.6,4199.8,117.8
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,6,2,9,320.8,18899.2,58.9
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,6,2,1,35.7,47912.7,1344
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,6,2,1,35.6,933.3,26.2
Pyramimonas spp.,CHLOROPHYTA,12/10/2014,6,2,1,0.2,18.8,94.2
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,6,2,10,356.5,8399.7,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,6,2,5,178.2,69997.2,392.7
Teleaulax acuta,CRYPTOPHYTA,12/10/2014,6,2,1,35.6,36585.2,1026.3
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,6,2,2311,82385.5,22086.1,0.3
Aulacoseira sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,247.1,1235.4
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,35.6,5375.8,150.8
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,35.7,229366.7,6433.8
Diploneis sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,140,699.8
Diploneis sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,3.6,5488.2,1511.1
Epithemia sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,3.6,2361.5,650.2
Fragilaria brevistriata,BACILLARIOPHYTA,12/10/2014,13,2,7,1.4,302.4,216
Fragilaria mazamaensis,BACILLARIOPHYTA,12/10/2014,13,2,1,35.6,6173.7,173.2
Navicula spp.,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,124.4,622
Paralia sulcata,BACILLARIOPHYTA,12/10/2014,13,2,2,0.4,190.1,475.2
Planothidium rostratum,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,36.3,181.4
Planothidium sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,25.9,129.6
Rhoicosphenia abbreviata,BACILLARIOPHYTA,12/10/2014,13,2,2,7.3,3353.3,461.7
Skeletonema sp.,BACILLARIOPHYTA,12/10/2014,13,2,6,21.8,3286.1,150.8
Staurosira venter,BACILLARIOPHYTA,12/10/2014,13,2,2,7.3,513.4,70.7
Thalassionema sp.,BACILLARIOPHYTA,12/10/2014,13,2,1,35.6,2139,60
Thalassiosira eccentrica,BACILLARIOPHYTA,12/10/2014,13,2,2,7.3,19716.4,2714.3
Tryblionella granulata,BACILLARIOPHYTA,12/10/2014,13,2,1,3.6,2259.2,622
Tryblionella navicularis,BACILLARIOPHYTA,12/10/2014,13,2,1,0.2,326.7,1633.6
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,13,2,27,962.5,24191,25.1
Chlamydomonas spp.,CHLOROPHYTA,12/10/2014,13,2,1,35.6,4031.8,113.1
Chlorella sp.,CHLOROPHYTA,12/10/2014,13,2,3,106.9,1511.9,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,13,2,6,213.9,8399.7,39.3
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,13,2,24,855.6,22175.1,25.9
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,13,2,11,392.1,143727.5,366.5
Teleaulax acuta,CRYPTOPHYTA,12/10/2014,13,2,5,178.2,173779.6,974.9
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,13,2,2202,78499.7,21044.4,0.3
Heterocapsa triquetra,DINOPHYCEAE,12/10/2014,13,2,1,3.6,6749,1858.3
Unknown Euglenophyte,EUGLENOPHYTA,12/10/2014,13,2,1,3.6,1283.6,353.6
Unknown Euglenophyte,EUGLENOPHYTA,12/10/2014,13,2,1,3.6,3742.5,1031
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,18,2,1,3.6,7547.7,2079.3
Diploneis sp.,BACILLARIOPHYTA,12/10/2014,18,2,1,3.6,4564,1256.6
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,18,2,1,23.8,11407.8,480
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,18,2,1,0.2,595.2,2976.1
Odontella aurita,BACILLARIOPHYTA,12/10/2014,18,2,6,1.2,5121.5,4267.9
Paralia sulcata,BACILLARIOPHYTA,12/10/2014,18,2,3,10.9,6846,628.3
Pseudo-nitzschia sp.,BACILLARIOPHYTA,12/10/2014,18,2,1,23.8,11229.5,472.5
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,18,2,2,47.5,3011035.2,63350.2
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,18,2,34,808.1,47598.1,58.9
Chlorella sp.,CHLOROPHYTA,12/10/2014,18,2,1,23.8,336,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,18,2,2,47.5,796.4,16.8
Pyramimonas spp.,CHLOROPHYTA,12/10/2014,18,2,1,0.2,107.7,538.5
Hemiselmis sp.,CRYPTOPHYTA,12/10/2014,18,2,1,23.8,616,25.9
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,18,2,43,1021.9,16721.5,16.4
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,18,2,21,499.1,195992,392.7
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,18,2,1584,37645.7,10092.1,0.3
Gymnodinium sp.,DINOPHYCEAE,12/10/2014,18,2,2,47.5,32354.2,680.7
Gyrodinium spp.,DINOPHYCEAE,12/10/2014,18,2,1,0.2,147.4,737.2
Tripos furca,DINOPHYCEAE,12/10/2014,18,2,2,7.3,214727.5,29561.3
Unknown Dinoflagellate,DINOPHYCEAE,12/10/2014,18,2,1,0.2,175.1,875.5
Euglena sp.,EUGLENOPHYTA,12/10/2014,18,2,1,3.6,1489,410
Unknown Euglenophyte,EUGLENOPHYTA,12/10/2014,18,2,1,3.6,4290.1,1181.9
Actinoptychus senarius,BACILLARIOPHYTA,12/10/2014,22,2,1,21.4,10163.6,475.2
Coscinodiscus radiatus,BACILLARIOPHYTA,12/10/2014,22,2,1,0.2,38644.5,193220.4
Coscinodiscus sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,0.2,5038.5,25192.4
Craticula ambigua,BACILLARIOPHYTA,12/10/2014,22,2,1,0.2,571.8,2858.8
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,21.4,5039.8,235.6
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,3.6,855.8,235.7
Denticula sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,21.4,1310.3,61.3
Fragilaria brevistriata,BACILLARIOPHYTA,12/10/2014,22,2,1,21.4,2771.9,129.6
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,22,2,1,3.6,653.7,180
Odontella aurita,BACILLARIOPHYTA,12/10/2014,22,2,1,3.6,56912.8,15670.3
Paralia sulcata,BACILLARIOPHYTA,12/10/2014,22,2,1,21.4,8399.7,392.7
Plagiotropis sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,3.6,38565.6,10618.6
Pseudo-nitzschia sp.,BACILLARIOPHYTA,12/10/2014,22,2,1,0.2,97.2,486
Skeletonema sp.,BACILLARIOPHYTA,12/10/2014,22,2,3,10.9,385.1,35.3
Thalassionema sp.,BACILLARIOPHYTA,12/10/2014,22,2,2,42.8,5005.2,117
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,22,2,2,42.8,7526.1,175.9
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,22,2,2,42.8,32926.7,769.7
Tryblionella navicularis,BACILLARIOPHYTA,12/10/2014,22,2,1,0.2,114,570.2
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,22,2,41,877,51657.9,58.9
Chlorella sp.,CHLOROPHYTA,12/10/2014,22,2,3,64.2,907.2,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,22,2,3,64.2,1075.2,16.8
Pyramimonas spp.,CHLOROPHYTA,12/10/2014,22,2,2,0.4,87.1,217.8
Dictyocha fibula,CHRYSOPHYCEAE,12/10/2014,22,2,1,3.6,6521.7,1795.7
Hemiselmis sp.,CRYPTOPHYTA,12/10/2014,22,2,2,42.8,1209.6,28.3
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,22,2,4,85.6,2015.9,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,22,2,7,149.7,58797.6,392.7
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,22,2,1462,31271.6,8383.4,0.3
Ceratium sp.,DINOPHYCEAE,12/10/2014,22,2,1,3.6,307289.7,84608.5
Gyrodinium spp.,DINOPHYCEAE,12/10/2014,22,2,1,0.2,314.2,1570.8
Tripos furca,DINOPHYCEAE,12/10/2014,22,2,1,0.2,9707.6,48537.6
Euglena sp.,EUGLENOPHYTA,12/10/2014,22,2,1,0.2,58.9,294.5
Unknown Euglenophyte,EUGLENOPHYTA,12/10/2014,22,2,1,21.4,12397.9,579.6
Actinoptychus senarius,BACILLARIOPHYTA,12/10/2014,27,2,2,7.3,5590.9,769.7
Nitzschia incerta,BACILLARIOPHYTA,12/10/2014,27,2,1,3.6,735.5,202.5
Paralia sulcata,BACILLARIOPHYTA,12/10/2014,27,2,1,3.6,1725.8,475.2
Pseudo-nitzschia sp.,BACILLARIOPHYTA,12/10/2014,27,2,1,3.6,4903.1,1350
Thalassionema sp.,BACILLARIOPHYTA,12/10/2014,27,2,1,30.6,2566.7,84
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,27,2,2,61.1,40558.4,663.7
Ulnaria sp.,BACILLARIOPHYTA,12/10/2014,27,2,1,30.6,1200,39.3
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,27,2,23,702.8,41398.3,58.9
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,27,2,1,0.2,783.5,3917.6
Chlorella sp.,CHLOROPHYTA,12/10/2014,27,2,1,30.6,432,14.1
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,27,2,24,733.4,28798.8,39.3
Pyramimonas spp.,CHLOROPHYTA,12/10/2014,27,2,1,30.6,21631.1,707.9
Unknown Chrysophyte,CHRYSOPHYCEAE,12/10/2014,27,2,1,3.6,4659.1,1283.5
Hemiselmis sp.,CRYPTOPHYTA,12/10/2014,27,2,5,152.8,19999.2,130.9
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,27,2,79,2414,56877.7,23.6
Leucocryptos sp.,CRYPTOPHYTA,12/10/2014,27,2,1,30.6,43006.3,1407.4
Plagioselmis lacustris,CRYPTOPHYTA,12/10/2014,27,2,7,213.9,179808.7,840.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,27,2,10,305.6,115995.3,379.6
Teleaulax acuta,CRYPTOPHYTA,12/10/2014,27,2,1,30.6,43006.3,1407.4
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,27,2,1117,34131.6,9150.1,0.3
Ceratium sp.,DINOPHYCEAE,12/10/2014,27,2,1,3.6,179201.7,49366.9
Unknown Dinoflagellate,DINOPHYCEAE,12/10/2014,27,2,1,3.6,3179.6,875.9
Unknown Euglenophyte,EUGLENOPHYTA,12/10/2014,27,2,1,30.6,49198,1609.9
Actinoptychus senarius,BACILLARIOPHYTA,12/10/2014,36,2,1,61.1,169337.1,2770.9
Bacillaria paxillifera,BACILLARIOPHYTA,12/10/2014,36,2,1,61.1,144838,2370
Cocconeis sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,2070.9,285.1
Craticula buderi,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,273.3,683.3
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,61.1,5183.8,84.8
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,4820.7,664
Eunotogramma dubium,BACILLARIOPHYTA,12/10/2014,36,2,1,61.1,7199.7,117.8
Membraneis sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,3048,7619.9
Navicula spp.,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,8443.4,1162.4
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,36,2,3,183.3,2933.4,16
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,3416.4,8541.1
Paralia sulcata,BACILLARIOPHYTA,12/10/2014,36,2,2,122.2,58077.6,475.2
Pseudo-nitzschia sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,235.6,589
Skeletonema sp.,BACILLARIOPHYTA,12/10/2014,36,2,4,29.1,1026.9,35.3
Staurosira construens var. binodis,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,99,247.4
Thalassiosira spp.,BACILLARIOPHYTA,12/10/2014,36,2,1,61.1,83228.6,1361.9
Tryblionella compressa,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,4141.8,570.2
Tryblionella granulata,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,4706.6,648
Tryblionella navicularis,BACILLARIOPHYTA,12/10/2014,36,2,1,7.3,7119.8,980.2
Tryblionella sp.,BACILLARIOPHYTA,12/10/2014,36,2,1,0.4,518.4,1295.9
Unknown Diatom,BACILLARIOPHYTA,12/10/2014,36,2,33,2016.7,118795.2,58.9
Pseudoscourfieldia marina,CHLOROPHYTA,12/10/2014,36,2,5,305.6,11999.5,39.3
Cryptomonas spp.,CRYPTOPHYTA,12/10/2014,36,2,1,7.3,7226.3,995.4
Hillea fusiformis,CRYPTOPHYTA,12/10/2014,36,2,28,1711.2,40318.4,23.6
Plagioselmis lacustris,CRYPTOPHYTA,12/10/2014,36,2,1,0.4,318.6,796.4
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,36,2,6,366.7,143994.2,392.7
Teleaulax acuta,CRYPTOPHYTA,12/10/2014,36,2,1,7.3,17162.5,2362.7
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,36,2,2544,155471.6,41679.2,0.3
Gymnodinium sp.,DINOPHYCEAE,12/10/2014,36,2,2,0.8,544.5,680.7
Heterocapsa triquetra,DINOPHYCEAE,12/10/2014,36,2,1,61.1,194200.1,3177.7
Achnanthidium minutissimum,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,627.5,51.8
Aulacoseira alpigena,BACILLARIOPHYTA,12/10/2014,657,2,3,2,235.6,117.8
Aulacoseira sp.,BACILLARIOPHYTA,12/10/2014,657,2,3,2,1979.2,989.6
Cocconeis placentula,BACILLARIOPHYTA,12/10/2014,657,2,6,72.6,21907.1,301.6
Cyclotella sp.,BACILLARIOPHYTA,12/10/2014,657,2,3,36.3,17114.9,471.2
Cymbella obscura,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,4036,333.4
Diatoma moniliformis,BACILLARIOPHYTA,12/10/2014,657,2,3,36.3,8129.6,223.8
Diatoma vulgaris,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,25101.9,2073.4
Diploneis elliptica,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,6589.2,544.3
Encyonema minutum,BACILLARIOPHYTA,12/10/2014,657,2,2,24.2,4069.2,168.1
Epithemia sorex,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,4036,333.4
Epithemia sp.,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,9301,768.3
Fragilaria brevistriata,BACILLARIOPHYTA,12/10/2014,657,2,74,49.3,10655.3,216
Fragilaria construens,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,1711.5,141.4
Fragilaria mazamaensis,BACILLARIOPHYTA,12/10/2014,657,2,1,0.7,188.5,282.7
Gomphoneis sp.,BACILLARIOPHYTA,12/10/2014,657,2,1,0.7,14577.1,21865.5
Gyrosigma sp.,BACILLARIOPHYTA,12/10/2014,657,2,1,0.7,2156,3234
Navicula margalithii,BACILLARIOPHYTA,12/10/2014,657,2,3,36.3,46780.8,1288.1
Navicula trivialis,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,19016.6,1570.8
Nitzschia acicularis,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,2941.8,243
Nitzschia dissipata,BACILLARIOPHYTA,12/10/2014,657,2,2,24.2,4903.1,202.5
Nitzschia inconspicua,BACILLARIOPHYTA,12/10/2014,657,2,1,142.6,6416.9,45
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,762.7,63
Nitzschia spp.,BACILLARIOPHYTA,12/10/2014,657,2,2,24.2,36319,1500.2
Planothidium frequentissimum,BACILLARIOPHYTA,12/10/2014,657,2,4,48.4,11638.1,240.3
Rhoicosphenia abbreviata,BACILLARIOPHYTA,12/10/2014,657,2,1,142.6,35794.4,251
Ulnaria sp.,BACILLARIOPHYTA,12/10/2014,657,2,5,713,50398,70.7
Ulnaria ulna,BACILLARIOPHYTA,12/10/2014,657,2,1,12.1,52200.5,4311.8
Chlorella sp.,CHLOROPHYTA,12/10/2014,657,2,11,1568.6,12832.8,8.2
Closteriopsis acicularis,CHLOROPHYTA,12/10/2014,657,2,1,0.7,374.7,562.1
Scenedesmus sp.,CHLOROPHYTA,12/10/2014,657,2,4,2.7,44.7,16.8
Kephyrion sp.,CHRYSOPHYCEAE,12/10/2014,657,2,2,285.2,7839.7,27.5
Plagioselmis nannoplanctica,CRYPTOPHYTA,12/10/2014,657,2,1,142.6,72274.4,506.8
Chroococcus microscopicus,CYANOPHYCEAE,12/10/2014,657,2,2135,304444.9,81616.3,0.3
Unknown Cyanophyte,CYANOPHYCEAE,12/10/2014,657,2,53,641.6,5039.4,7.9
Euglena sp.,EUGLENOPHYTA,12/10/2014,657,2,1,0.7,3026.4,4539.6
Achnanthidium minutissimum,BACILLARIOPHYTA,1/14/2015,18,2,2,47.5,3807.8,80.1
Aulacoseira sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,23.8,20532.5,863.8
Chaetoceros sp.,BACILLARIOPHYTA,1/14/2015,18,2,6,1.2,2488.2,2073.4
Cyclotella sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,3.6,2795.4,770.1
Ditylum brightwellii,BACILLARIOPHYTA,1/14/2015,18,2,1,23.8,1962956.9,82594.5
Eunotogramma dubium,BACILLARIOPHYTA,1/14/2015,18,2,1,3.6,2224.9,612.6
Nitzschia spp.,BACILLARIOPHYTA,1/14/2015,18,2,1,3.6,319.6,88
Paralia sulcata,BACILLARIOPHYTA,1/14/2015,18,2,5,1,570.2,570.2
Pleurosigma sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,0.2,529.2,2646
Stephanopyxis sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,0.2,608.2,3041.1
Thalassionema sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,23.8,1996.4,84
Thalassiosira spp.,BACILLARIOPHYTA,1/14/2015,18,2,1,23.8,18292.6,769.7
Thalassiosira spp.,BACILLARIOPHYTA,1/14/2015,18,2,3,0.6,4105.5,6842.5
Tryblionella sp.,BACILLARIOPHYTA,1/14/2015,18,2,2,47.5,65704,1382.3
Ulnaria sp.,BACILLARIOPHYTA,1/14/2015,18,2,1,3.6,2995.1,824.7
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,18,2,34,808.1,47598.1,58.9
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,18,2,1,3.6,657486.5,181125.8
Pseudoscourfieldia marina,CHLOROPHYTA,1/14/2015,18,2,14,332.7,13066.1,39.3
Pyramimonas spp.,CHLOROPHYTA,1/14/2015,18,2,4,95.1,57217.2,601.9
Hillea fusiformis,CRYPTOPHYTA,1/14/2015,18,2,45,1069.5,25199,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,1/14/2015,18,2,23,546.6,214658,392.7
Teleaulax acuta,CRYPTOPHYTA,1/14/2015,18,2,1,23.8,33449.3,1407.4
Chroococcus microscopicus,CYANOPHYCEAE,1/14/2015,18,2,1338,31799.2,8524.8,0.3
Gymnodinium sp.,DINOPHYCEAE,1/14/2015,18,2,3,10.9,8785.7,806.3
Gyrodinium spp.,DINOPHYCEAE,1/14/2015,18,2,4,0.8,452.4,565.5
Heterocapsa sp.,DINOPHYCEAE,1/14/2015,18,2,3,71.3,133797.2,1876.5
Karlodinium veneficum,DINOPHYCEAE,1/14/2015,18,2,1,3.6,2928.6,806.3
Protoperidinium sp.,DINOPHYCEAE,1/14/2015,18,2,1,3.6,9245.9,2545.7
Heterosigma akashiwo,RAPHIDOPHYCEAE,1/14/2015,18,2,1,3.6,6815.5,1876.6
Aulacoseira sp.,BACILLARIOPHYTA,1/14/2015,22,2,1,17.8,8399.7,471.2
Cyclotella sp.,BACILLARIOPHYTA,1/14/2015,22,2,1,17.8,10163.6,570.3
Skeletonema sp.,BACILLARIOPHYTA,1/14/2015,22,2,3,10.9,462.1,42.4
Thalassionema sp.,BACILLARIOPHYTA,1/14/2015,22,2,3,53.5,2566.7,48
Thalassiosira spp.,BACILLARIOPHYTA,1/14/2015,22,2,1,17.8,8231.7,461.8
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,22,2,40,713,41998.3,58.9
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,22,2,2,35.7,200191.9,5615.5
Pseudoscourfieldia marina,CHLOROPHYTA,1/14/2015,22,2,11,196.1,12832.8,65.4
Pyramimonas spp.,CHLOROPHYTA,1/14/2015,22,2,4,14.5,14140.7,973.4
Unknown Chlorophyte,CHLOROPHYTA,1/14/2015,22,2,5,18.2,256.7,14.1
Cryptomonas spp.,CRYPTOPHYTA,1/14/2015,22,2,1,3.6,2312.4,636.7
Hillea fusiformis,CRYPTOPHYTA,1/14/2015,22,2,63,1123,26458.9,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,1/14/2015,22,2,18,320.8,162617.4,506.8
Chroococcus microscopicus,CYANOPHYCEAE,1/14/2015,22,2,872,15543.1,4166.8,0.3
Gymnodinium sp.,DINOPHYCEAE,1/14/2015,22,2,1,17.8,14680.7,823.6
Tripos lineatus,DINOPHYCEAE,1/14/2015,22,2,2,0.4,16258.2,40645.1
Unknown Dinoflagellate,DINOPHYCEAE,1/14/2015,22,2,4,71.3,210252.8,2948.8
Euglena sp.,EUGLENOPHYTA,1/14/2015,22,2,1,3.6,2053.8,565.5
Heterosigma akashiwo,RAPHIDOPHYCEAE,1/14/2015,22,2,2,35.6,54877.8,1539.4
Achnanthidium minutissimum,BACILLARIOPHYTA,1/14/2015,27,2,1,21.4,1511.9,70.7
Cocconeis sp.,BACILLARIOPHYTA,1/14/2015,27,2,1,3.6,1163.8,320.4
Ditylum brightwellii,BACILLARIOPHYTA,1/14/2015,27,2,1,0.2,4692.6,23463
Eunotogramma dubium,BACILLARIOPHYTA,1/14/2015,27,2,2,42.8,8063.7,188.5
Nitzschia spp.,BACILLARIOPHYTA,1/14/2015,27,2,5,106.9,13475.4,126
Paralia sulcata,BACILLARIOPHYTA,1/14/2015,27,2,8,29.1,16567.2,570.2
Skeletonema sp.,BACILLARIOPHYTA,1/14/2015,27,2,9,192.5,30238.8,157.1
Thalassionema sp.,BACILLARIOPHYTA,1/14/2015,27,2,3,64.2,3080.1,48
Tryblionella compressa,BACILLARIOPHYTA,1/14/2015,27,2,1,3.6,1976.8,544.3
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,27,2,18,385,5443,14.1
Chlamydomonas spp.,CHLOROPHYTA,1/14/2015,27,2,2,42.8,4838.2,113.1
Pseudoscourfieldia marina,CHLOROPHYTA,1/14/2015,27,2,21,449.2,4703.8,10.5
Pyramimonas spp.,CHLOROPHYTA,1/14/2015,27,2,2,42.8,28458,665.2
Hillea fusiformis,CRYPTOPHYTA,1/14/2015,27,2,74,1582.8,37294.5,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,1/14/2015,27,2,16,342.2,134394.5,392.7
Chroococcus microscopicus,CYANOPHYCEAE,1/14/2015,27,2,598,12791,3429,0.3
Gymnodinium sp.,DINOPHYCEAE,1/14/2015,27,2,2,42.8,5375.8,125.7
Karlodinium veneficum,DINOPHYCEAE,1/14/2015,27,2,1,21.4,23037.5,1077
Protoperidinium sp.,DINOPHYCEAE,1/14/2015,27,2,1,3.6,1916.9,527.8
Unknown Dinoflagellate,DINOPHYCEAE,1/14/2015,27,2,4,85.6,307270.7,3591.3
Euglena sp.,EUGLENOPHYTA,1/14/2015,27,2,1,21.4,7559.7,353.4
Aulacoseira sp.,BACILLARIOPHYTA,1/14/2015,36,2,1,26.7,12095.5,452.3
Craticula sp.,BACILLARIOPHYTA,1/14/2015,36,2,1,0.2,109.3,546.6
Ditylum brightwellii,BACILLARIOPHYTA,1/14/2015,36,2,1,3.6,103204.1,28416
Eunotogramma dubium,BACILLARIOPHYTA,1/14/2015,36,2,2,7.3,1882.6,259.2
Odontella sp.,BACILLARIOPHYTA,1/14/2015,36,2,1,26.7,31120.7,1164
Paralia sulcata,BACILLARIOPHYTA,1/14/2015,36,2,4,106.9,50398,471.2
Pseudo-nitzschia sp.,BACILLARIOPHYTA,1/14/2015,36,2,4,106.9,5454.3,51
Skeletonema sp.,BACILLARIOPHYTA,1/14/2015,36,2,28,748.6,73497,98.2
Thalassiosira spp.,BACILLARIOPHYTA,1/14/2015,36,2,2,7.3,12357,1702.1
Tryblionella compressa,BACILLARIOPHYTA,1/14/2015,36,2,1,0.2,224.6,1123.1
Tryblionella navicularis,BACILLARIOPHYTA,1/14/2015,36,2,1,3.6,1369.2,377
Unknown Diatom,BACILLARIOPHYTA,1/14/2015,36,2,40,1069.5,62997.4,58.9
Chlorella sp.,CHLOROPHYTA,1/14/2015,36,2,7,187.2,6271.7,33.5
Pseudoscourfieldia marina,CHLOROPHYTA,1/14/2015,36,2,7,187.2,8819.6,47.1
Ochromonas oblonga,CHRYSOPHYCEAE,1/14/2015,36,2,1,26.7,10499.6,392.7
Hillea fusiformis,CRYPTOPHYTA,1/14/2015,36,2,56,1497.3,35278.6,23.6
Plagioselmis nannoplanctica,CRYPTOPHYTA,1/14/2015,36,2,21,561.5,103483.8,184.3
Teleaulax acuta,CRYPTOPHYTA,1/14/2015,36,2,7,187.2,172865,923.6
Chroococcus microscopicus,CYANOPHYCEAE,1/14/2015,36,2,610,16309.6,4372.3,0.3
Gymnodinium sp.,DINOPHYCEAE,1/14/2015,36,2,1,0.2,67,335.1
Unknown Dinoflagellate,DINOPHYCEAE,1/14/2015,36,2,1,26.7,37854.5,1415.6
Achnanthidium minutissimum,BACILLARIOPHYTA,1/22/2015,6,2,2,0.5,38.9,77.8
Aulacoseira granulata,BACILLARIOPHYTA,1/22/2015,6,2,1,0.3,175.9,703.7
Aulacoseira sp.,BACILLARIOPHYTA,1/22/2015,6,2,2,9.1,891.4,98.2
Cocconeis placentula,BACILLARIOPHYTA,1/22/2015,6,2,4,18.2,3594.1,197.9
Coscinodiscus sp.,BACILLARIOPHYTA,1/22/2015,6,2,1,0.3,9161,36643.5
Craticula sp.,BACILLARIOPHYTA,1/22/2015,6,2,1,4.5,2353.3,518.4
